1,5431,5960,7125,2805,3593,7120
2,4206,7179,2848,7121,3370,7321
3,4192,6655,5889,1255,6672,5242
4,647,1745,6646,6171,1382,6671
5,3005,5057,3179,2723,5775,6133
6,148,7091,6901,2341,3507,1296
7,6768,6526,2164,3037,3282,7119
8,5682,118,2333,5417,5639,5411
9,6321,3802,3355,7303,6751,5212
10,6369,2789,7319,3676,1477,4076
11,5057,5431,6646,7091,5242,1745
12,3282,1255,6171,7179,3507,2805
13,5411,1382,7121,7119,6133,3005
14,148,3370,6671,6768,2723,118
15,4206,2341,3802,3355,1477,7120
16,6901,5639,6526,5775,7303,4192
17,2164,6672,2333,7125,7319,4076
18,5682,3593,3676,6655,2848,1296
19,5212,3179,2789,5417,6369,647
20,5889,3037,5960,7321,6321,6751
21,2341,3355,5411,6646,2723,7179
22,5242,3802,6768,6133,6901,7125
23,4076,1745,5639,7119,1255,1477
24,5417,3507,5212,5431,3676,2848
25,1296,6171,5889,6526,3005,2333
26,6321,7121,7091,7319,647,4192
27,7303,5057,3037,6671,2789,7120
28,5775,148,5682,6672,3282,7321
29,118,2164,3370,5960,3179,3593
30,6655,2805,6751,1382,4206,6369
31,3676,2723,6321,2333,7121,7119
32,2341,1745,7125,4192,2848,5212
33,1296,7120,5417,6171,5242,5775
34,6672,1477,6133,5431,6526,118
35,5889,6646,3507,6768,4206,4076
36,5639,148,3037,3593,3802,6369
37,7321,647,6901,2805,3005,3355
38,6671,7179,6655,2164,7091,3179
39,3370,1255,1382,2789,3282,7303
40,7319,5960,6751,5411,5682,5057
41,1296,4192,4206,3037,5417,2723
42,3005,3593,1477,3507,6321,5242
43,6901,7120,7121,1745,5889,2164
44,7125,7321,3676,6171,118,7303
45,5960,5212,148,6526,1382,7179
46,3282,5411,6655,4076,647,3802
47,7091,7119,5775,3370,5682,6369
48,5639,6768,5431,6751,2789,2341
49,3179,2848,2805,7319,6646,6672
50,6133,6671,5057,3355,2333,1255
51,7303,3005,1296,1477,5960,1745
52,6369,6321,3282,2723,6171,6901
53,4192,7119,5682,3802,5889,118
54,1382,6768,3676,7120,7179,6672
55,647,5775,1255,6751,2164,6646
56,3507,3037,7321,6655,6133,7319
57,2805,5212,3370,5639,2333,6671
58,5242,6526,2789,2848,3355,7091
59,3593,4076,5417,5057,7121,2341
60,5411,7125,4206,3179,5431,148
61,6369,6133,7303,7179,1296,647
62,1477,2333,3507,7120,6751,4192
63,1255,2164,3802,7091,3676,3005
64,118,4076,1382,3037,5775,2848
65,6321,5417,6526,6646,7125,3370
66,5889,5242,7319,3282,6671,2341
67,1745,2805,6768,3593,5411,2723
68,7119,5431,6655,5057,7321,148
69,3179,3355,7121,5682,5639,6171
70,5212,6901,6672,2789,4206,5960
71,1477,3370,3037,647,7125,5889
72,2848,7120,6321,1255,6369,5411
73,6751,5057,3676,6526,4192,2805
74,3507,7303,7119,2333,2341,3179
75,4076,6671,5682,3005,6901,5431
76,6133,6171,3593,6672,7091,4206
77,3802,7319,7179,2789,1745,5775
78,3355,5417,5960,148,6768,6655
79,2164,5242,2723,1382,7321,5639
80,6646,118,3282,7121,5212,1296
81,7120,2341,1255,647,5682,6526
82,3370,3179,6171,3802,4192,5431
83,7179,7119,5417,6901,7319,3593
84,2805,4076,2164,6321,148,6133
85,7125,1296,5639,5057,5889,1382
86,2333,6646,2789,7321,6655,3005
87,2848,2723,3282,1477,6751,7091
88,5775,3676,4206,5960,5411,6671
89,7121,7303,5242,5212,3037,6768
90,118,6672,3355,1745,6369,3507
