id|matchNo|teamNo|autoCrossLineTry|autoCrossLineSuccess|autoBoxToSwitchTry|autoBoxToSwitchCount|autoBoxToWrongSwitchTry|autoBoxToWrongSwitchCount|autoBoxToScaleTry|autoBoxToScaleCount|autoBoxToWrongScaleTry|autoBoxToWrongScaleCount|autoEndWithNewCube|teleBoxToSwitchCount|teleBoxToScaleCount|teleBoxToOpponentSwitchCount|teleBoxToExchangeCount|teleDroppedBoxCount|teleDefenseType|tippedBot|deadBot|recoveredTippedBot|recoveredDeadBot|penaltyStandardFoul|penaltyTechnicalFoul|penaltyYellowCard|penaltyRedCard|endParked|endClimbedType|endClimbedRampSingle|endClimbedRampDouble|endClimbedExtendBar|endCubeAttainment|endScoringAbility|postComments
114|"27"|"4646"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|3|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"Slow but deliberate"
115|"27"|"3184"|1|1|0|0|0|0|0|0|0|0|0|0|3|0|0|2|"Did not"|0|1|0|1|0|0|0|0|1|"Attempt"|0|0|1|"Picked up cubes from"|"Can score on medium "|"scale scoring is unreliable"
116|"27"|"1847"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
117|"27"|"2167"|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|"Did not"|0|0|0|0|1|0|0|0|0|"Did not Try"|0|0|0|"Received cubes from "|"Can score on switch"|""
118|"27"|"2457"|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Attempt"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
119|"28"|"6359"|0|1|0|0|0|0|0|0|0|0|0|1|5|0|0|0|"Did not"|0|1|0|1|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"amazing rushdown"
120|"28"|"1984"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|3|0|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
121|"28"|"6843"|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|"30 secs to 1 minute"|0|1|1|0|0|0|0|0|0|"Did not Try"|0|0|0|"Received cubes from "|"Can score on switch"|""
122|"28"|"2353"|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|2|"Did not"|0|0|0|0|0|0|0|0|0|"Used Ramp"|1|0|1|"Picked up cubes from"|"Can not/did not use "|"Dropper but good climber"
123|"28"|"5119"|0|1|0|1|0|0|0|0|0|0|0|0|2|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Side"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"Did everything faily well"
124|"28"|"4786"|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"ot defended but can overload opposing switch "
125|"29"|"6424"|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"Tipped over"
126|"29"|"4959"|0|1|0|0|0|0|0|1|0|0|0|0|1|0|2|0|"Did not"|0|1|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
127|"29"|"6317"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"little fuuntion"
128|"29"|"5082"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|"Did not"|0|1|0|1|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"dead bot twice recovered both times"
129|"29"|"1777"|0|1|0|0|0|0|0|0|0|0|0|1|0|1|1|2|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can not/did not use "|""
130|"29"|"4388"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Side"|0|0|1|"Picked up cubes from"|"Can score on high sc"|"vry solid bot, carried team"
131|"30"|"1710"|0|0|0|1|0|0|0|0|0|0|1|0|4|0|1|0|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"Actually B2. Good scale portal"
132|"30"|"4499"|0|0|1|1|0|0|0|0|0|0|0|0|0|2|2|0|"30 secs to 1 minute"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"def orrented"
133|"30"|"1785"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2|2|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|"failed to park"
134|"30"|"2001"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|"Did Not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
135|"30"|"1997"|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|2|"Did Not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
136|"30"|"935"|0|1|0|0|0|0|0|0|0|0|0|0|4|0|0|0|"Did Not"|0|0|0|0|1|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"can extend"
137|"31"|"1769"|0|1|0|1|0|0|0|0|0|0|0|3|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Center"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
138|"31"|"2410"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Side"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
139|"31"|"1994"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
140|"31"|"1982"|0|1|0|0|0|0|0|0|0|0|0|0|3|1|0|2|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
141|"31"|"4646"|0|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
142|"31"|"1984"|0|0|0|1|0|0|0|0|0|0|0|1|0|0|6|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|"Actually B2. Good portalbot"
143|"32"|"6317"|0|1|0|1|0|0|0|0|0|0|0|0|5|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
144|"32"|"2765"|0|1|0|1|0|0|0|0|0|0|0|1|2|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
145|"32"|"1730"|1|0|0|1|0|0|0|0|0|0|0|0|4|0|1|1|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"Actually B2. Excellent scalebot"
146|"32"|"2457"|1|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|"Did not"|0|0|0|0|1|0|1|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"Used compact arm to do scale"
147|"32"|"6420"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|4|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|"tippy pushed opposing into null zone"
148|"32"|"1810"|0|1|0|0|0|0|0|0|0|0|0|1|2|0|1|0|"Did not"|0|0|0|0|1|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
149|"33"|"6843"|0|0|1|1|0|0|0|0|0|0|0|0|2|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Failed"|0|0|0|"Received cubes from "|"Can score on high sc"|""
150|"33"|"938"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can not/did not use "|""
151|"33"|"2167"|1|1|0|1|0|0|0|0|0|0|0|0|0|3|0|1|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Received cubes from "|"Can score on switch"|""
152|"33"|"5918"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
153|"33"|"1777"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|7|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
154|"33"|"3184"|1|0|1|0|0|0|0|0|0|0|0|0|3|0|0|2|"Did not"|0|0|0|0|0|0|0|0|1|"Attempt"|1|0|0|"Picked up cubes from"|"Can score on low sca"|"bb2 acally"
155|"34"|"1847"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
156|"34"|"1723"|0|1|1|1|0|0|0|0|0|0|0|0|5|0|0|2|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
157|"34"|"967"|1|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"Well rounded"
158|"34"|"1939"|1|1|0|0|0|0|0|0|0|0|0|1|2|0|0|1|"Did Not"|0|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"Yeeeeah"
159|"34"|"6886"|0|1|0|0|0|0|0|0|0|0|0|1|0|2|0|0|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
160|"34"|"4786"|0|1|0|0|0|0|0|0|0|0|1|2|0|0|0|0|"Did not"|0|0|0|0|0|1|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
161|"36"|"1806"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
162|"36"|"4522"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
163|"36"|"4499"|0|1|0|0|0|0|0|0|0|0|0|2|0|0|1|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
164|"36"|"5268"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
165|"36"|"6359"|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|2|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
166|"36"|"4388"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
167|"37"|"2765"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"30 secs to 1 minute"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
168|"37"|"2167"|0|1|1|0|0|0|0|0|0|0|0|2|0|3|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
169|"37"|"1723"|1|1|0|0|0|0|0|0|0|0|0|4|1|0|3|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
170|"37"|"1997"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
171|"37"|"3184"|0|1|0|0|0|0|0|0|0|0|0|1|1|0|2|1|"Did not"|0|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
172|"37"|"4959"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|6|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|"This bot focusses more on filling the vault."
173|"38"|"935"|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|2|"Did not"|0|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
174|"38"|"1939"|0|1|0|0|0|0|0|0|0|0|0|0|5|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on medium "|"1939"
175|"38"|"1810"|0|1|0|0|0|0|0|0|0|0|0|1|3|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"scisor lift boy"
176|"38"|"1777"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
177|"38"|"1769"|1|1|0|0|0|0|0|0|0|0|0|1|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on switch"|"some kind  of malfunction - recovered-"
178|"38"|"5918"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
179|"39"|"1710"|0|1|0|0|0|0|1|0|0|0|1|3|4|1|2|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
180|"39"|"6317"|0|1|0|0|0|0|0|0|0|0|0|1|2|1|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Received cubes from "|"Can score on high sc"|""
181|"39"|"6359"|1|1|0|0|0|0|0|0|0|0|0|0|4|0|1|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
182|"39"|"2353"|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|1|"Picked up cubes from"|"Can score on high sc"|""
183|"39"|"6420"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|2|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Failed"|0|0|1|"Picked up cubes from"|"Can score on exchang"|"Mediocre"
184|"39"|"2410"|1|1|0|0|0|0|1|0|0|0|0|0|1|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"sppent hallllf of matfch sittingt twittcching"
185|"40"|"1994"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"looks p cool"
186|"40"|"6843"|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Received cubes from "|"Can score on medium "|""
187|"40"|"967"|0|1|0|0|0|0|0|0|0|0|0|0|3|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Used Ramp"|0|0|1|"Picked up cubes from"|"Can score on medium "|"Decent"
188|"40"|"5082"|0|1|0|0|0|0|0|0|0|0|0|2|0|0|0|4|"Did not"|0|1|0|1|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"fast elevator"
189|"40"|"2001"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
190|"40"|"4522"|1|1|0|0|0|0|1|1|0|0|0|0|3|2|3|0|"Did not"|0|0|0|0|0|1|0|0|1|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|"4522 is amazing! they have a good auto and are most bodacious during teleop."
191|"41"|"4646"|1|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
192|"41"|"5119"|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|2|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"shoved a cube off of their own scale"
193|"41"|"5268"|0|0|0|1|0|0|0|0|0|0|0|0|0|0|4|0|"Did not"|0|1|0|1|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
194|"41"|"1984"|0|0|1|0|0|0|0|0|0|0|0|0|1|0|3|1|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|"a little confused to start"
195|"41"|"1785"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|"mediocre"
196|"41"|"938"|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"Inept, couldn't do much"
197|"42"|"4455"|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"half  of wheels didnt work"
198|"42"|"4786"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Failed"|0|1|0|"Picked up cubes from"|"Can score on medium "|""
199|"42"|"6424"|1|0|0|1|0|0|0|0|0|0|0|0|2|1|1|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"Ok at scale"
200|"42"|"1730"|1|1|1|2|0|0|0|0|0|0|0|0|2|2|3|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"Really good bot and team"
201|"42"|"2457"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can not/did not use "|"reallyy sstruggled with picking up cubezs"
202|"42"|"1806"|0|1|0|0|0|1|0|0|0|0|0|0|2|2|2|0|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Failed"|0|0|0|"Picked up cubes from"|"Can score on medium "|"climb arm didt reach high enough"
203|"43"|"4388"|1|1|0|0|0|0|0|0|0|0|0|1|5|0|0|0|"Did not"|0|1|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"Tall"
204|"43"|"6886"|0|1|0|1|0|0|0|0|0|0|0|0|4|1|2|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"very fast"
205|"43"|"1982"|1|0|0|0|0|0|0|0|0|0|0|1|3|0|0|0|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"Ok"
206|"43"|"1108"|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|"Did not"|0|0|0|0|1|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"hit scale and knocked cubes out"
207|"43"|"5809"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|"not the bbest did not really do muc"
208|"43"|"1847"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
209|"44"|"6317"|0|0|1|1|0|0|0|0|0|0|0|0|1|3|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
210|"44"|"1984"|0|0|0|0|0|0|0|0|0|0|0|5|1|0|2|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|1|"Picked up cubes from"|"Can score on high sc"|""
211|"44"|"1994"|1|1|0|0|0|0|0|0|0|0|0|3|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"Efficient switch"
212|"44"|"6420"|1|1|0|0|0|0|0|0|0|0|0|1|0|0|3|2|"Did not"|1|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on switch"|"focusses on vault"
213|"44"|"2167"|1|0|1|0|0|0|0|0|0|0|0|0|0|3|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Received cubes from "|"Can score on switch"|"like everybot, runs to opp switch"
214|"44"|"1939"|1|1|0|0|0|0|0|0|0|0|0|0|3|0|2|0|"Did not"|0|1|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"YAY US"
215|"45"|"1997"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
216|"45"|"2353"|0|1|1|1|0|0|1|1|0|0|1|0|4|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|1|"Picked up cubes from"|"Can score on high sc"|""
217|"45"|"4499"|1|1|0|0|0|0|0|0|0|0|0|1|0|0|5|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
218|"45"|"6843"|0|1|0|1|0|0|0|0|0|0|0|1|1|0|1|0|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on low sca"|"good"
219|"45"|"1777"|0|1|0|0|0|0|0|0|0|0|0|2|0|0|7|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
220|"45"|"2457"|1|1|0|0|0|0|0|0|0|0|0|0|3|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
221|"46"|"1847"|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|"less than 30 secs"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
222|"46"|"5082"|0|1|1|1|0|0|0|1|0|0|0|0|0|2|3|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on low sca"|""
223|"46"|"5918"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"no manipulator, but pushed em"
224|"46"|"2410"|1|0|0|1|0|0|0|0|0|0|0|2|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"decent"
225|"46"|"938"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"dead for most of mach"
226|"46"|"1730"|1|0|0|0|0|0|0|0|0|0|0|0|2|0|4|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"g00d but some manipulator trouble"
227|"47"|"1108"|0|0|1|0|0|0|0|0|0|0|0|0|2|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
228|"47"|"935"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|6|2|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
229|"47"|"1982"|0|1|0|1|0|0|0|1|0|0|0|0|3|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Attempt"|0|0|1|"Picked up cubes from"|"Can score on high sc"|""
230|"47"|"4959"|0|1|0|1|0|0|0|0|0|0|0|0|5|0|0|1|"Did not"|0|0|0|0|1|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"manipulator trouble"
231|"47"|"6359"|1|1|0|0|0|0|0|0|0|0|0|0|2|0|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"tall"
232|"47"|"4786"|1|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|1|0|0|"Picked up cubes from"|"Can score on exchang"|"Good portalbot"
233|"48"|"1769"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|0|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
234|"48"|"1710"|0|1|0|0|0|0|0|1|0|0|0|1|3|0|4|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
235|"48"|"4388"|0|1|0|1|0|0|0|0|0|0|0|0|2|3|1|1|"Did not"|0|0|0|0|0|0|0|0|0|"Side"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
236|"48"|"4646"|0|1|1|1|0|0|1|1|0|0|0|2|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|1|"Picked up cubes from"|"Can score on low sca"|""
237|"48"|"1723"|1|1|0|0|0|0|0|0|0|0|0|0|1|2|0|2|"Did not"|0|0|0|0|0|0|1|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
238|"48"|"5119"|0|1|0|1|0|0|0|0|0|0|0|0|2|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
240|"49"|"1785"|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
