id|matchNo|teamNo|autoCrossLineTry|autoCrossLineSuccess|autoBoxToSwitchTry|autoBoxToSwitchCount|autoBoxToWrongSwitchTry|autoBoxToWrongSwitchCount|autoBoxToScaleTry|autoBoxToScaleCount|autoBoxToWrongScaleTry|autoBoxToWrongScaleCount|autoEndWithNewCube|teleBoxToSwitchCount|teleBoxToScaleCount|teleBoxToOpponentSwitchCount|teleBoxToExchangeCount|teleDroppedBoxCount|teleDefenseType|tippedBot|deadBot|recoveredTippedBot|recoveredDeadBot|penaltyStandardFoul|penaltyTechnicalFoul|penaltyYellowCard|penaltyRedCard|endParked|endClimbedType|endClimbedRampSingle|endClimbedRampDouble|endClimbedExtendBar|endCubeAttainment|endScoringAbility|postComments
241|"49"|"3184"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|1|0|0|"Picked up cubes from"|"Can score on high sc"|""
242|"49"|"2001"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|4|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
243|"49"|"6886"|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|2|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"wobbly"
244|"49"|"4455"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
245|"50"|"4522"|0|1|1|1|0|0|0|0|0|0|0|1|0|0|8|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|1|"Picked up cubes from"|"Can score on switch"|""
246|"50"|"6424"|1|1|0|0|0|0|1|1|0|0|0|1|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|"Manipulator brroken"
247|"50"|"2765"|0|1|0|1|0|0|0|0|0|0|0|0|2|0|2|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
248|"50"|"967"|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|1|"Did Not"|0|0|0|0|1|0|0|0|1|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"very smooth climb"
249|"50"|"1806"|0|1|0|0|0|0|1|0|0|0|0|0|4|0|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
250|"50"|"5809"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can score on high sc"|"not on field"
251|"51"|"5918"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
252|"51"|"5268"|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|"Did not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"went to the wrong switch, and then died in the opposing platform zone"
253|"51"|"4499"|0|1|0|0|0|0|0|0|0|0|0|1|0|1|8|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
254|"51"|"5082"|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
255|"51"|"1723"|0|1|0|2|0|0|0|0|0|0|0|0|4|4|1|1|"Did not"|0|0|0|0|0|0|0|0|1|"Attempt"|0|0|0|"Did not use cubes"|"Can not/did not use "|"made it to top but slid dow"
256|"51"|"6420"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|"30 secs to 1 minute"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
257|"52"|"4646"|0|1|1|0|0|0|0|0|0|0|1|0|0|0|6|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
258|"52"|"1730"|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|1|"Picked up cubes from"|"Can score on medium "|""
259|"52"|"1997"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
260|"52"|"935"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|5|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
261|"52"|"6843"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
262|"52"|"4388"|1|1|1|1|0|0|0|1|0|0|0|0|5|0|0|0|"Did not"|0|0|0|0|1|0|0|0|1|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
263|"53"|"6317"|0|1|1|0|0|0|0|0|0|0|0|0|2|2|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
264|"53"|"3184"|1|1|0|0|0|0|0|1|0|0|0|0|2|0|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
265|"53"|"5119"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|0|0|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
266|"53"|"6424"|0|1|1|1|0|0|0|0|0|0|0|2|0|1|5|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
267|"53"|"1982"|0|1|0|0|0|0|0|0|0|0|0|0|2|0|2|2|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
268|"53"|"967"|0|1|0|0|0|0|0|0|0|0|0|1|2|0|0|2|"less than 30 secs"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
269|"54"|"1777"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|1|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
270|"54"|"1984"|0|1|1|0|0|0|1|1|0|0|0|1|0|0|7|1|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|1|"Picked up cubes from"|"Can score on switch"|""
271|"54"|"1710"|0|1|0|1|0|0|0|0|0|0|0|0|2|0|4|0|"Did not"|0|0|0|0|1|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
272|"54"|"1847"|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
273|"54"|"1806"|1|1|1|0|0|0|0|1|0|0|0|0|6|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
274|"54"|"4959"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|1|2|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|"elevator problems"
275|"55"|"2353"|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|"Did not"|0|0|0|0|1|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
276|"55"|"2410"|0|1|1|1|0|0|1|1|0|0|0|1|4|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|1|"Picked up cubes from"|"Can score on high sc"|""
277|"55"|"1810"|0|1|0|0|0|0|0|0|0|0|0|0|2|0|0|1|"Did not"|0|1|0|1|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
278|"55"|"6886"|0|1|0|1|0|0|0|0|0|0|0|0|3|1|0|1|"less than 30 secs"|0|0|0|0|1|0|0|0|0|"Attempt"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
279|"55"|"5809"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
280|"55"|"5268"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|4|0|" "|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
282|"56"|"4786"|0|1|0|0|0|0|0|0|0|0|0|1|0|0|4|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
283|"56"|"2001"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3|"Did Not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can not/did not use "|""
284|"56"|"2765"|0|1|0|0|0|0|0|1|0|0|0|0|4|0|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
285|"56"|"2457"|0|1|1|1|0|0|1|1|0|0|0|0|1|0|0|3|"Did not"|0|0|0|0|0|0|0|0|0|"Failed"|0|0|1|"Picked up cubes from"|"Can score on medium "|""
286|"56"|"1769"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|"Did not"|1|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
287|"56"|"2167"|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|"Did not"|0|0|0|0|1|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"y driveerquirk"
288|"57"|"4455"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
289|"57"|"6359"|0|1|0|0|0|0|0|0|0|0|0|0|0|0|3|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
290|"57"|"1785"|0|1|0|0|0|0|0|0|0|0|0|3|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|"Their arm can't go to just the switch, only have a scale setting"
291|"57"|"1939"|0|1|0|0|0|0|0|0|0|0|0|0|2|4|0|1|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
292|"57"|"1108"|0|1|0|1|0|0|0|1|0|0|0|0|4|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
293|"57"|"4522"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
294|"59"|"3184"|0|1|0|1|0|0|0|0|0|0|0|0|2|0|0|2|"Did Not"|0|0|0|0|1|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
295|"59"|"4959"|1|0|1|0|0|0|0|0|0|0|0|0|3|0|0|0|"Did Not"|0|0|0|0|1|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
296|"59"|"1806"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|0|4|"Did Not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
297|"59"|"2765"|0|1|0|0|0|0|0|1|0|0|0|0|1|0|5|0|"Did Not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
298|"59"|"1810"|1|1|0|0|0|0|0|0|0|0|0|0|2|0|0|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
299|"60"|"5119"|0|1|0|1|0|0|0|0|0|0|0|0|3|0|0|1|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
300|"60"|"5809"|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|"Couldn't see because the people in front of us were standing"
301|"60"|"1777"|0|1|0|0|0|0|0|0|0|0|0|2|0|0|3|0|"Did Not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
302|"60"|"6420"|0|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
303|"60"|"1730"|0|0|0|0|0|0|0|0|0|0|0|0|1|0|4|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on medium "|""
304|"60"|"2167"|0|1|1|1|0|0|1|1|0|0|0|0|0|0|0|1|"more than 1 min"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Did not use cubes"|"Can not/did not use "|""
305|"61"|"1769"|1|1|0|0|0|0|0|0|0|0|0|2|0|0|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Center"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
306|"61"|"1723"|0|1|1|1|0|0|1|2|0|0|0|0|5|0|3|1|"Did not"|0|0|0|0|0|0|0|0|0|"Attempt"|0|0|1|"Picked up cubes from"|"Can score on high sc"|""
307|"61"|"2410"|0|1|0|0|0|0|0|0|1|0|0|0|2|0|0|2|"Did not"|0|0|0|0|0|0|0|0|0|"Used Ramp"|0|0|0|"Picked up cubes from"|"Can score on high sc"|""
308|"61"|"1994"|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|"Did not"|0|0|0|0|0|0|0|0|1|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on switch"|""
309|"61"|"1997"|0|1|0|0|0|0|0|0|0|0|0|4|0|2|0|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|1|0|"Picked up cubes from"|"Can score on switch"|"ramp led to fouls"
310|"61"|"6424"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|"Did not"|0|0|0|0|0|0|0|0|0|"Did not Try"|0|0|0|"Picked up cubes from"|"Can score on exchang"|""
