1,3260,4028,3138,3484,3492,279
2,4521,5740,247,4467,868,2252
3,4121,4611,291,302,3010,554
4,3201,5811,379,234,3777,6460
5,337,3504,1466,63,5413,2399
6,2172,4085,4283,3940,4145,3266
7,1038,3324,5492,4362,6927,6084
8,48,1014,5667,6936,6834,3397
9,2603,3844,4284,6765,6032,451
10,1559,677,3193,1675,128,144
11,234,554,868,1317,4283,3492
12,4611,5413,4085,3138,247,3201
13,5811,63,3266,48,4362,1038
14,2252,4284,337,6084,2172,6936
15,6765,4121,4521,1559,2399,3940
16,5492,451,3260,291,6460,3193
17,3777,302,6834,144,4028,677
18,279,3324,6032,5740,1675,1014
19,4467,128,1317,1466,2603,3484
20,3844,6927,3010,3397,3504,4145
21,379,6084,63,4521,5667,554
22,48,5492,4283,302,3138,677
23,1038,6834,451,4085,1675,337
24,144,5413,3492,1014,6765,4467
25,4362,3844,2252,291,3777,3940
26,6936,2603,3266,4611,3324,247
27,4121,3201,5667,3260,4145,6032
28,5740,1466,3010,4284,1559,234
29,6460,4028,2172,128,868,6927
30,3484,1317,3504,5811,3193,3397
31,379,48,247,2399,279,5492
32,3777,3260,1675,4145,4467,554
33,2603,3940,3138,63,677,3010
34,4028,337,868,3324,291,1559
35,4284,3193,1466,1014,4362,4521
36,2252,302,3504,3492,5667,6460
37,4611,3484,379,1038,4283,5413
38,451,3266,6927,234,6765,1317
39,3201,6936,128,279,4121,3844
40,6032,2399,6084,5811,4085,6834
41,144,3397,63,5492,2172,5740
42,868,3324,3484,4284,48,302
43,1317,1038,291,1014,677,4145
44,5667,3844,1675,247,3492,4028
45,6927,6032,1466,3193,279,4611
46,3010,4362,6765,4085,4521,128
47,3504,2399,3777,3138,6936,5740
48,451,5811,4283,4121,2252,144
49,6084,1559,4467,379,6460,3397
50,5413,2172,234,6834,3260,2603
51,554,3940,3193,3201,3266,337
52,48,128,3138,302,1317,6032
53,1675,2252,63,868,4611,6765
54,3777,3397,3492,451,4521,3324
55,677,5740,5811,3844,379,4085
56,3484,291,6084,2172,1466,3201
57,4283,1014,2399,6927,2603,4028
58,4467,234,6834,3940,3504,5492
59,337,1559,4121,4362,247,5667
60,4145,6460,279,3266,4284,5413
61,3260,554,144,6936,3010,1038
62,2172,3138,3324,1466,451,379
63,2603,1675,48,3201,291,4521
64,6084,302,1014,247,63,3940
65,677,4467,3492,6927,4121,4284
66,4085,144,1038,3844,868,6460
67,3266,3010,3777,5667,3484,2399
68,554,1317,279,6834,2252,1559
69,3397,234,4362,6032,4611,4028
70,4283,5740,3504,128,337,3260
71,5492,6936,5811,5413,6765,4145
72,2399,4467,302,3193,1038,2172
73,3940,144,6927,1675,379,291
74,4028,3201,48,2252,3010,451
75,6460,3484,4362,554,6834,5740
76,3492,6032,1559,4283,63,6936
77,868,4145,3777,3193,6084,2603
78,6765,279,677,3504,5667,3324
79,3138,1014,4284,4085,234,4121
80,247,3397,3260,128,1466,5811
81,4521,337,3844,1317,5492,4611
82,5413,5740,302,3266,6084,1675
83,279,451,4362,3010,4283,4467
84,5667,3193,6936,291,3138,4085
85,3324,63,128,2399,3201,6834
86,4145,4521,234,337,144,3484
87,1466,6460,6765,48,3777,4121
88,6032,247,5413,677,554,2172
89,3492,1038,2252,3397,5492,2603
90,3940,4284,4611,4028,5811,1317
91,1014,379,868,3504,3266,3844
92,1559,4085,302,6927,3260,48
